Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
RETINA PAINTS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Krishnamachari Ramu Company Secretary; Ms. Dimple Magharam Slun Email; Mr. Swapnil Kate E-mail; Mr. Krishnamachari Ramu; Mr. Rakesh Dommati; Ms. Rajitha Koyyada DETAILS OF THE ISSUE; Ms. Rajitha Koyyada For,Not assessed (no machine-readable text).
Labelkraft Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Mritunjay Kumar; Mr. Sourabh Garg Email; Mr. Babu Rapheal Email; Mr. Ranjeet Kumar Solanki DETAILS OF,Not assessed (no machine-readable text).
SEVEN SEAZ VACATIONS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Nisha Singh; Mr. Vikas Jain; Mr. Guneet Sethi THE ISSUE TYPE FRESH; Mr. Guneet Sethi,Not assessed (no machine-readable text).
COMMAND POLYMERS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Innovatus Entertainment Networks Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Sonal Gandhi,Not assessed (no machine-readable text).
Bizotic Commercial Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Sanjay Gupta; Sangita Aggarwala,Not assessed (no machine-readable text).
Avax Soft Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Manick Wadhwa Mr. Ghanisht Nagpal Email; Mrs. Rati Gupta Email; Mr. Harinderpal Singh Sodhi; Mr. Harish Kumar. For,Not assessed (no machine-readable text).
Maiden Forgings Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Monika Negi Company Secretary; Ms. Monika Negi; Mr. Nishant Garg; Ms. Nivedita Garg THE ISSUE INITIAL PUBLIC; Ms. Nivedita Garg,Not assessed (no machine-readable text).
Vivaa Tradecom Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Mitesh Adani. For,Not assessed (no machine-readable text).
PROSPECT COMMODITIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Bhargavi Pandya. Chief Financial Officer; Vimal Mishra; Priyanka Mishra,Not assessed (no machine-readable text).
Macfos Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Sagar Subhash Gulhane; Mr. Binod Prasad CIN Corporate Identification Number,Not assessed (no machine-readable text).
Manoj Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Vaneeta Khanna; Ms. Vaneeta Khanna. DIN Directors Identification Number; Mr. Manoj Kumar. MOA; Mr. Manoj Kumar; Mr. Sunil Shantilal; Ms. Raj Kumari; Ms. Shalu. For; Mr. Shantilal Sammirmal Jain. Stakeholders Relationship Committee; Ms. Raj Kumari. KEY PERFORMANCE INDICATORS Key,Not assessed (no machine-readable text).
Dev Labtech Venture Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Pratik Ashokbhai Patel; Mr. Nikhil Shah Email; Mr. Shanti Gopalkrishnan Email; Mr. Jerambhai Lavjibhai Donda; Mrs. Labhuben Jerambhai Donda; Mr. Jay Jerambhai Donda For; Mr. Arunava Raha; Mr. Jerambhai Patel; Mrs. Vimlaben Bhlani; Mrs. Gauriben Bhlani Stakeholders Relationship Committee,Not assessed (no machine-readable text).
Labelkraft Technologies Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Mritunjay Kumar; Mr. Sourabh Garg Email; Mr. Babu Rapheal Email; Mr. Ranjeet Kumar Solanki DETAILS OF,Not assessed (no machine-readable text).
Earthstahl & Alloys Limited,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,
PATRON EXIM LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Narendrakumar Patel; Mrs. Sushilabahen Patel Type Fresh Issue Size; Mrs. Sushilabahen Patel Promoter Group Companies; Mrs. Sonia Kakani. Chief Financial Officer; Mr. Hardikkumar Patel. Act; Mr. Narendrakumar Gangaramdas Patel; Mrs. Sushilabahen Narendrakumar Patel. For,Not assessed (no machine-readable text).
Sealmatic India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Neha Pinak Chedda Company Secretary; Mr. Mohamed Hanif Chaudhari; Mr. Sadik S. Chaudhari; Mr. Abid Ali. Chaudhari; Mrs. Waheeda U. Balwa; Mr. Rafiq H. Balwa; Ms. Neha Pinak Chheda; Mr. Umar A. K. Balwa; Mr. Rafiq H. Balwa THE ISSUE INITIAL; Mr. Ratan Bhabutlal Kandare Company Secretary,Not assessed (no machine-readable text).
ITCONS E-SOLUTIONS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Pooja Gupta Company Secretary; Mr. GAURAV MITTAL; Mrs. SWATI JAIN DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Pooja Gupta; Mrs. SWATI JAIN THE ISSUE INITIAL PUBLIC; Mr. Gaurav Mittal; Mrs. Swati Jain Promoter Group Includes; Mr. Chetan Prakash Mittal,Not assessed (no machine-readable text).
INNOKAIZ INDIA LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Mamta Saini Company Secretary; Ms. Dimple Magharam Slun Email; Ms. Mamta Saini; Mr. Balakrishnan Sukumarbalakrishnan DETAILS OF THE ISSUE; Mr. Balakrishnan Sukumarbalakrishnan,Not assessed (no machine-readable text).
Kalyani Cast-Tech Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Pankaj Kumar Company Secretary; Ms. Neha Maiya; Mr. Pankaj Kumar; Mr. Naresh Kumar; Mr. Javed Aslam; Mr. Nathmal Bangani; Ms. Kamala Kumari Jain; Ms. Muskan Bangani DETAILS OF THE ISSUE; Ms. Muskan Bangani,Not assessed (no machine-readable text).
AMANAYA VENTURES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Gurpreet Kaur Company Secretary; Mr. Satish Sheth; Ms. Mala Soneji Tel. No; Mr. Punit Mittal Tel. No; Mrs. Gurpreet Kaur; Mrs. Gurpreet Kaur. Director; Mrs. Rajni Mahajan. Materiality Policy; Mr. Manan Mahajan. Promoter Companies; Mr. Manan Mahajan. Willful Defaulter,Not assessed (no machine-readable text).
RESGEN LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Karan Atul Bora Managing Director Email; Ms. Dimple Magharam Slun Email; Mr. Swapnil Kate Email; Mr. Karan Atul Bora; Mr. Kunal Atul Bora For,Not assessed (no machine-readable text).
EBOR INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Vishal Girishkumar Suthar Company Secretary; Mr. DHRUMIL BIPIN PATEL DETAILS OF OFFER; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Mr. Vishal Girishkumar Suthar; Mr. Dhrumil Bipin Patel THE ISSUE INITIAL; Mr. Dhrumil Bipin Patel. Promoter Group Includes; Mr. Dhrumil Bipin Patel. CIN Corporate Identification; Mr. Vishal Girishkumar Suthar Registered Office Plot,Not assessed (no machine-readable text).
SAN TRICA REALTORS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Nupur Mohit Agrawal; Mr. Rushabh Shroff; Ms. Mala Soneji Tel. No; Mr. Babu Rapheal; Dr. Nitin Vithalrao Thorave Promoter Companies,Not assessed (no machine-readable text).
Bright Outdoor Media Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: YOGESH JIWANLAL LAKHANI AND JAGRUTI YOGESH LAKHANI; Yogesh Jiwanlal Lakhani; Jagruti Yogesh,Not assessed (no machine-readable text).
CFF FLUID CONTROL LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Sunil Menon; Gautam Makker,Not assessed (no machine-readable text).
SUDARSHAN PHARMA INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Hemal Vasantrai Mehta Chairman; Ms. Dimple Magharam Slun Email; Mr. Hemal Vasantrai Mehta; Mr. Sachin Vasantrai Mehta DETAILS OF; Mr. Sachin Vasantrai Mehta,Not assessed (no machine-readable text).
SVS VENTURES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Sanchita Kailashchandra Ojha Email; Mr. Babu Rapheal C. Tel No; Ms. Sanchita Kailashchandra Ojha; Mr. Shashikant Vedprakash Sharma Materiality Policy; Mr. Shashikant Vedprakash Sharma Promoter Companies,Not assessed (no machine-readable text).
LABDHI COMMERCIALS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Nikunj Mahendrabhai Kanabar; Mr. Nikunj Mahendrabhai Kanabar. Corporate Identification Number; Mr. Manoj Kantilal Raka. MOA; Mr. Manoj Kantilal Raka; Mrs. Rakhi Manoj Raka. Promoter Group Such,Not assessed (no machine-readable text).
PNGS GARGI FASHION JEWELLERY LIMITED,"S. No. 37/1 & 37/2, Near Lokmat New Paper, Wadgaon, Khurd, Pune – 411 041, Maharashtra, India N.A. Ms. Bhargavi Pratish Aphale Company Secretary and Compliance Officer info@gargibypng.com",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.gargibypng.com; www.shreni.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Bhargavi Pratish Aphale Company Secretary; Mr. Parth Shah; Ms. Kritika Rupda E-mail; Mr. Aniket Chindarkar E-mail; Ms. Bhargavi Pratish Aphale; Ms. Bhargavi Pratish Aphale Corporate Identification Number; Mr. Prasad Prabhakar Ghodke MOA; Mr. Govind Vishwanath Gadgil; Ms. Renu Govind Gadgil,ISO certification mentioned
S. V. J. ENTERPRISES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Ms. Saanvi Kargutkar Managing Director Email Id; Mr. Rushabh Shroff; Ms. Mala Soneji Email; Mr. Babu Rapheal; Ms. Saanvi Kargutkar; Mr. Suresh Jha; Ms. Veena Jha THE ISSUE PUBLIC ISSUE; Ms. Veena Jha,Not assessed (no machine-readable text).
SVS VENTURES LIMITED,"Block A, Office No. 1009, Mondeal Heights, Near Panchratna Party Plot, S. G. Highway, Ahmedabad 380 051, Gujarat, India Ms. Sanchita Kailashchandra Ojha Email: svsventures87@gmail.com;",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.focl.in; www.svsventures.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Sanchita Kailashchandra Ojha Email; Mr. Babu Rapheal C. Tel No; Ms. Sanchita Kailashchandra Ojha; Mr. Shashikant Vedprakash Sharma Materiality Policy; Mr. Shashikant Vedprakash Sharma Promoter Companies,capex / capital expenditure
Organic Recycling Systems Limited,"30A, Vashi, Navi Mumbai, Mumbai 400703 and having Corporate Identification Number U40106MH2008PLC186309.",See DRHP ‘Industry / Business overview’ section.,www.arihantcapital.com; www.maashitla.com; www.organicrecycling.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Zinal Mukund Shah Email; Ms. Zinal Mukund Shah; Mr. Sarang Bhand. For; Mr. Sarang Bhand; Mrs. Smita Suhas Bhand You,subsidiary / group structure
Droneacharya Aerial Innovations Limited,"Karnataka. The Corporate Identification Number of our Company is U29308KA2017PLC101287. For further details of change in name and change in Registered Office of our Company, please refer to section titled ‘",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.ccvindia.com; www.droneacharya.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Mukula Jayanat Joshi; Ms. Mukula Jayant Joshi; Mr. Prateek Srivastava; Mrs. Nikita Srivastava; Mrs. Nikita Srivastava. For,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Transvoy Logistics India Limited,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,See DRHP ‘Industry / Business overview’ section.,www.beelinemb.com; www.linkintime.co.in; www.transvoy.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Ravindrakumar Kumarchandra Joshi,subsidiary / group structure
DAPS ADVERTISING LIMITED,"128, Clyde House, Office No. 9- B, The Mall, Kanpur, Uttar Pradesh – 208 001, India Pooja Kapoor Company Secretary and Compliance Officer. Email: investor@dapsadvertising.com",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.dapsadvertising.com; www.shreni.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: AKHILESH CHATURVEDI; DHARMESH CHATURVEDI AND PARESH,ISO certification mentioned
STITCHED TEXTILES LIMITED,"1st Floor, Barcelona House, B/S",See DRHP ‘Industry / Business overview’ section.,www.barcelonaclub.in; www.bigshareonline.com; www.tcagroup.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Shivani Pathak; Mr. Garvit Bhola Telephone; Mr. Swapnil Kate Telephone,ISO certification mentioned
Haru Worldwide Limited,"Sukun Business Centre Nr. Fairdeal House, Swastik Cross Road, C. G. Road, Ahmedabad-380009, Gujarat, India. Promoters Mr. Anilkumar Runthala, Mrs. Harsha Sharma Promoter Group Companies, individuals and entities (other than companies) as defined under Regulation 2 sub-regulation (pp) of the SEBI ICDR Regulations, 2018. ―you‖, ―your‖ or ―yours‖ Prospective Investors in this Issue",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.haruworldwide.com; www.ifinservices.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Anil Runthala; Mrs. Harsha Sharma Type Fresh Issue Size; Mrs. Krishna Naik; Mr. Anilkumar Runthala; Mrs. Harsha Sharma Promoter Group Companies; Mr. Rakesh Dutta Companies Act Companies Act; Mrs. Harsha Sharma. For,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Eastern Logica Infoway Ltd,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).
Dharni Capital Services Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Hemant Dharnidharka; Mrs. Preeti Saraogi DETAILS OF OFFER TO; Mr. Jinesh Doshi Email; Mr. R.D. Ramasamy Email; Mr. Mayank Mundhra; Mrs. Preeti Saraogi DETAILS OF ISSUE INITIAL; Mr. Hemant Dharnidharka Materiality Policy; Mrs. Preeti Saraogi. For; Mrs. Preeti Saraogi,Not assessed (no machine-readable text).
Technopack Polymers Ltd.,"M/s Gokul Industries, Rafaleshvar Industrial Estate, Nr. Rafaleshvar Rlw. Track, Morbi, Jambudiya, Dist. Rajkot Gujarat – 363642 India Ms. Deepali Malpani,",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.iskadvisors.com; www.technopackltd.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Deepali Malpani; Mr. Kalpeshkumar Ishwarlal Pandya; Mr. Chetankumar Ishvarlal Pandya THE ISSUE INITIAL; Mr. Chetankumar Ishvarlal Pandya Promoter Group Such; Mr. Kalpesh Ishwarlal Pandya Company Secretary; Ms. Deepali Malpani Director,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
