Company Name,City/Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter/Decision-Maker,Growth Signals,Source
Sugs Lloyd Limited,"further details, please refer to chapter titled “History and Corporate Structure” beginning on page 160 of this Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.3dcsl.com; www.sugslloyds.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Nimmy Singh Chauhan; Mr. Rhydham Kapoor Email; Mrs. Priti Shah; Mr. Santosh Kumar Shah; Mr. Santosh Kumar Shah CIN Corporate Identification; Mr. Vicky Kumar Companies Act; Ms. Nimmy Singh Chauhan. Corporate; Mrs. Priti Shah. MOA; Mr. Santosh Kumar Shah For; Mr. Laxman Prasad,subsidiary / group structure,BSE DRHP
Suich Industries Limited,"], EACH WITH WIDE CIRCULATION, AT LEAST 2 (TWO) WORKING DAYS PRIOR TO THE BID / ISSUE OPENING DATE WITH THE RELEVANT FINANCIAL RATIOS CALCULATED AT THE FLOOR PRICE AND THE CAP PRICE AND SHALL BE MADE AVAILABLE TO THE BSE LIMITED REFERRED TO AS THE “STOCK EXCHANGE” FOR T HE PURPOSE OF UPLOADING ON ITS",See DRHP ‘Industry / Business overview’ section.,www.linkintime.co.in; www.pantomathgroup.com; www.suichgroup.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
SUNITA TOOLS LIMITED,Download failed (timeout or HTTP error).,,,,,Could not download DRHP PDF/ZIP for promoter extraction.,,BSE DRHP
Sunkind India Ltd,Pune,Specialty Manufacturing (Food Products),sunkindindia.com,₹40–70 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Sep 2025,data.csv
Sunrise Efficient Marketing Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,BSE DRHP
Sunsky Logistics Limited,"Sola, Ahmedabad-380060, Gujarat, India, on leave and license basis through a leave and license agreement entered between our Company with Mrs. Maltiben R Dudhrejiya. Mrs. Maltiben R Dudherjiya is not a related party to the Company.",See DRHP ‘Industry / Business overview’ section.,www.kfintech.com; www.nirbhaycapital.com; www.sunskylogistics.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Kunjal Soni CIN,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Super Iron Foundry Ltd,Factor / Manufacturing facility and Warehouse at factory 161 Our Company does not employ any contract labour in our manufacturing process.,See DRHP ‘Industry / Business overview’ section.,www.horizonmanagement.in; www.linkintime.co.in; www.superironfoundry.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Supertech EV Ltd,"Company, please refer to the section title “History and Corporate Structure” on page no 29 of this Draft Red Herring Prospectus. Registered Office: Plot No. 150, Sector-16, Phase-I, Bahadur Garh, Jhajjar, Haryana- 124507 Telephone: +91-1276-462166; Website: www.supertechev.in; E-mail: compliances@supertechev.in Company Secretary and Compliance Officer: Ms. Pooja Jain",See DRHP ‘Industry / Business overview’ section.,www.corporatemakers.in; www.skylinerta.com; www.supertechev.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Suratwwala Business Group Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mrs. Prathama Nitin Gandhi; Mr. Manoj Dhansukhlal Suratwala THE ISSUE INITIAL,Not assessed (no machine-readable text).,BSE DRHP
SURIFRESH EXTRACT LIMITED,"of incorporation consequent upon conversion dated July 24, 2024, bearing",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.narnolia.com; www.surifreshextract.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Kunjbihari Yadav Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Mr. Kunjbihari Yadav. Depositories Act The Depositories; Mr. Sudhir Suri; Mr. Manav Suri; Mr. Hitin Suri; Mr. Siddhaarth Suri; Mr. Sidhantt Suri. Promoters Group,subsidiary / group structure,BSE DRHP
Susan Electricals India Limited,"Flat No. 1703, 17th Floor, Nirmal Tower 26, Barakhamba Road, New Delhi-110001, Delhi (admeasuring 450.00 Sqft) Rent Mr. Aman Singh Panwar Obtained on rent from Mr. Aman Singh Panwar for a period of eleven (11) months commen",See DRHP ‘Industry / Business overview’ section.,https://seil.net.in/; https://serencapital.in/; www.mudrarta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Mahak Jain,capacity expansion,BSE DRHP
Suyog Gurbaxani Funicular Ropeways Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Mr. Rajkumar Gurbaxani,Not assessed (no machine-readable text).,BSE DRHP
SVS VENTURES LIMITED,"Block A, Office No. 1009, Mondeal Heights, Near Panchratna Party Plot, S. G. Highway, Ahmedabad 380 051, Gujarat, India Ms. Sanchita Kailashchandra Ojha Email: svsventures87@gmail.com;",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.focl.in; www.svsventures.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Sanchita Kailashchandra Ojha Email; Mr. Babu Rapheal C. Tel No; Ms. Sanchita Kailashchandra Ojha; Mr. Shashikant Vedprakash Sharma Materiality Policy; Mr. Shashikant Vedprakash Sharma Promoter Companies,capex / capital expenditure,BSE DRHP
Swashthik Plascon Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,Could not download DRHP PDF/ZIP for promoter extraction.,Not assessed (no machine-readable text).,BSE DRHP
Swasth Foodtech India Limited,"name of our Company was changed to ‘Swasth Foodtech India Limited’. Registered Office: Baro Chowmata Belari, Guskara, Purba Burdwan, Bardhaman – 713 141, West Bengal, India, Telephone: +91 890 073 8769; E-mail: info@swasthfoodtech.com; Website: www.swasthfoodtech.com; Contact Person: Seema Agarwal, Company Secretary and Compliance Officer;",See DRHP ‘Industry / Business overview’ section.,www.horizonmanagement.in; www.swasthfoodtech.com,"3,335.34 Lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,BSE DRHP
Swastika Castal Ltd,"Public Limited Company on June 10, 1996. For further details of our company, please refer to section titled “History and Certain Corporate Matters” beginning on page no 162 of the Draft Prospectus.",See DRHP ‘Industry / Business overview’ section.,https://sclcasting.com/; www.accuratesecurities.com; www.horizonmanagement.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Varun Sharda; Ms. Indra Sharda ADDENDUM TO THE DRAFT; Ms. Indra Sharda; in dematerialized form,capex / capital expenditure; subsidiary / group structure,BSE DRHP
Systematic Industries Limited,Download failed (timeout or HTTP error).,,,,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,,BSE DRHP
Taiyo Feed Mill Limited,"at No. 17 A, South Mada Street, Kolathur, Chennai-600099, Tamil Nadu, India. For further details, please refer to section titled “",See DRHP ‘Industry / Business overview’ section.,www.purvashare.com; www.shareindia.com; www.taiyogroup.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Andrew Gerard Barrington; Mr. Kunal Bansal SEBI Registration No; Ms. Deepali Dhuri SEBI Registration No; Mr. Ramasamy Prabakar On Incorporation Subscription; Mr. Ramesh Kumar; Mrs. Swetha November; Mrs. Sowmiya August; Mrs. R. Nalayini; Mr. Ramasamy Prabakar. Taiyo Feed Mill Limited,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Takyon Networks Limited,"CP 37, Viraj Khand Gomti Nagar, Lucknow – 226 010, Uttar Pradesh, India Pooja Sharma Company Secretary & Compliance Officer E-mail: cs@takyon.co.in Tel No: +91-0522-6656617 Website: www.takyon.co.in",See DRHP ‘Industry / Business overview’ section.,www.cameoindia.com; www.hemsecurities.com; www.takyon.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Taldar Hotels and Resorts Limited,"Company, see “History and Certain Corporate Matters” on page 206 of the DP.",See DRHP ‘Industry / Business overview’ section.,https://socradamus.in/; www.bigshareonline.com; www.mumbaihousehotels.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: RATAN TALDAR; SAPNA TALDAR AND DOLLY TALDAR,hiring / recruitment,BSE DRHP
Techknowgreen Solutions Limited,"Flat-202, Hem Opal Apartment, Plot No. 26, Ekta Park Society, Wakdewadi Pune - 411003, Maharashtra, India. Vinayak Chindak, Company Secretary and Compliance Officer Email Id: cs@techknowgreen.com Tel no: +91 9607002553",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.indorient.in; www.techkno; www.techknowgreen.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure,BSE DRHP
Technichem Organics Limited,Little or no extractable text (likely scanned PDF — needs OCR).,,,,Not assessed (no machine-readable text).,DRHP: Mr. Thakkar Parth; Mr. Bharat Jayantilal Pandya MOA; Mr. Bharat Jayantilal Pandya; Mr. Pandya Anilkumar Jayantilal; Mr. Pandya Anilkumar Jayantilal. Stakeholders Relationship Committee; Mr. Piyush Maganlal Nathwani KEY PERFORMANCE INDICATORS,Not assessed (no machine-readable text).,BSE DRHP
Technocrats Plasma Systems Limited,"108, Nirav -2, Gaon Devi Industrial Estate, Sativali, Vasai East, Dist. Palghar – 401 208, Maharashtra, India. Promoters/Our Promoters The Promoters of our Company being Arun Kumar and Vandana Sharma. Promoter Group Such persons , entities and companies constituting our promoter group pursuant to Regulation 2(1) (pp) of the SEBI (ICDR) Regulations.",See DRHP ‘Industry / Business overview’ section.,www.technocratplasma.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Technopack Polymers Ltd.,"M/s Gokul Industries, Rafaleshvar Industrial Estate, Nr. Rafaleshvar Rlw. Track, Morbi, Jambudiya, Dist. Rajkot Gujarat – 363642 India Ms. Deepali Malpani,",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.iskadvisors.com; www.technopackltd.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Deepali Malpani; Mr. Kalpeshkumar Ishwarlal Pandya; Mr. Chetankumar Ishvarlal Pandya THE ISSUE INITIAL; Mr. Chetankumar Ishvarlal Pandya Promoter Group Such; Mr. Kalpesh Ishwarlal Pandya Company Secretary; Ms. Deepali Malpani Director,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Technowire Data Science Limited,"EMAIL WEBSITE 1815, Block-B, Navratna Corporate Park, Opp. Jayantilal Park, Ambli Bopal Road, Ahmedabad, Gujarat, India, 380058 Ms. Mahima Bhati, Company Secretary & Compliance Officer Tel: +91 92650 23824 E-mail: compliance@technowire.in https://technowire.in/",See DRHP ‘Industry / Business overview’ section.,https://technowire.in/; www.galacticocorp.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Mahima Bhati; Mr. Prabhat Vishnu Somani; Mrs. Asha Vishnu Somani. For,capex / capital expenditure; subsidiary / group structure,BSE DRHP
Teja Engineering Industries Ltd,Hyderabad,Specialty Manufacturing (Industrial Equipment),tejaengg.com,₹70–120 Cr,"No match found in DSIR Directory of Recognized In-House R&D Units, 31.07.2024.",Promoter: DRHP,IPO filed Sep 2025,data.csv
Telge Projects Limited,"U, 8906 E, Skely Drive, Tulsa, Oklahoma- 74129.",See DRHP ‘Industry / Business overview’ section.,https://telgeprojects.com/; www.bigshareonline.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Barkha Mohit Bharuka; Ms. Shraddha Shailesh Telge Chairman; Ms. Barkha Mohit Bharuka Company Secretary; Ms. Shraddha Shailesh Telge; Ms. Shraddha Shailesh Telge. For; Mr. Uttam Gangadhar Telge; Ms. Shraddha Shailesh Telge. KEY PERFORMANCE INDICATORS,subsidiary / group structure,BSE DRHP
TGIF Agribusiness Ltd,"A-52, 5th Floor, Corporate House, Opp",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.hemsecurities.com; www.tgifagri.com,. lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Sapan Smitesh Dalal; Mr. Niraj Chhaganraj Gemawat; Mr. Sourabh Garg SEBI Regn. No. INM; Mr. Babu Rapheal SEBI Registration Number,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,BSE DRHP
Three M Paper Boards Limited,AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITE.,See DRHP ‘Industry / Business overview’ section.,www.bigshareonlince.com; www.bsesme.com; www.comfortsecurities.co.in; www.threempaper.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Sneha Parth Shah NOTICE TO INVESTORS; Ms. Sneha Parth Shah Tel. No,capex / capital expenditure,BSE DRHP
Times Green Energy (India) Limited,"For further details pertaining to the change of name of our Company and the change in Registered Office, please refer the chapter ―History and Certain Corporate Matters‖ on page no.90 of this Draft Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.bigshareonline.com; www.timesgreenenergy.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Ashutosh Shukla; Mrs. Dinne Lakshmi Jumaal; Mrs. Kanuparthi Vani THE ISSUE PUBLIC ISSUE; Mrs. Dinne Lakshmi Juma; Mrs. Kanuparthi Vani Promoter Group Such; Mr. Srinivas Prasad Kanuparthi Company Secretary; Mr Ashutosh Shukla. Director,ISO certification mentioned,BSE DRHP
